Progeny Sire    Dam     Sex  G   NMPrg NFPrg F        Homo     Phen      Res       Polygene  QTL       Final_EBV
3120    2399    449     M   6    0     0     0.000000 0.688356       --- +0.000000 +0.000000 -0.001463 +0.168194
3121    1878    1756    F   6    2     2     0.000000 0.698978 +1.155155 +1.038041 +0.000000 +0.117114 +0.439932
3122    2074    887     M   6    0     0     0.000000 0.704067       --- +0.000000 +0.000000 +0.285128 +0.151202
3123    2655    2267    F   6    2     2     0.000000 0.705111 +1.781226 +1.035853 +0.000000 +0.745374 +0.420701
3124    2236    1455    M   6    0     0     0.000000 0.709600       --- +0.000000 +0.000000 +0.015592 +0.220027
3125    2611    1090    F   6    0     0     0.000000 0.705356 +0.394650 +0.551765 +0.000000 -0.157116 +0.211528
3126    2611    1539    M   6    0     0     0.000000 0.696467       --- +0.000000 +0.000000 +0.225403 +0.228268
3127    2701    333     F   6    0     0     0.000000 0.713400 -1.765482 -2.136769 +0.000000 +0.371287 +0.142626
3128    2719    351     F   6    0     4     0.000000 0.688711 +1.111309 +0.869169 +0.000000 +0.242139 +0.392346
3129    966     1276    F   6    0     0     0.000000 0.701978 -0.716365 -0.978839 +0.000000 +0.262474 +0.285203
3130    3       1669    F   6    0     4     0.000000 0.715467 +1.312798 +0.587918 +0.000000 +0.724880 +0.629154
3131    2724    218     F   6    0     0     0.000000 0.711289 -0.211398 -0.362063 +0.000000 +0.150665 +0.214330
3132    1151    273     F   6    3     1     0.000000 0.696578 +1.602672 +1.584459 +0.000000 +0.018213 +0.408412
3133    2663    2353    F   6    1     3     0.000000 0.704800 +2.039220 +1.707165 +0.000000 +0.332055 +0.441768
3134    2655    2661    F   6    2     2     0.000000 0.717489 +1.253937 +0.592029 +0.000000 +0.661908 +0.420465
3135    1998    2476    F   6    4     0     0.000000 0.673933 +0.766939 +0.161006 +0.000000 +0.605932 +0.459025
3136    2006    2039    F   6    0     0     0.000000 0.710089 +0.065033 +0.138336 +0.000000 -0.073303 +0.228249
3137    12      2690    F   6    0     0     0.000000 0.688356 -0.708172 -0.774478 +0.000000 +0.066306 +0.474316
3138    1537    2279    F   6    0     0     0.000000 0.699667 +0.547918 +0.004243 +0.000000 +0.543675 +0.257362
3139    2663    1858    M   6    0     0     0.000000 0.709244       --- +0.000000 +0.000000 +0.175383 +0.227167
3140    1998    2273    M   6    0     0     0.000000 0.689822       --- +0.000000 +0.000000 +0.550797 +0.292506
3141    2655    1143    F   6    1     3     0.000000 0.702022 +2.233739 +1.791764 +0.000000 +0.441976 +0.296774
3142    1677    902     M   6    0     0     0.000000 0.701578       --- +0.000000 +0.000000 -0.011630 +0.235368
3143    1840    1719    M   6    0     0     0.000000 0.707956       --- +0.000000 +0.000000 -0.057155 +0.329554
3144    2386    1560    F   6    0     4     0.000000 0.696622 +0.949928 +1.055044 +0.000000 -0.105116 +0.290028
3145    2236    1200    F   6    1     2     0.000000 0.710022 +1.345286 +0.738115 +0.000000 +0.607171 +0.302522
3146    2663    259     F   6    0     0     0.000000 0.695356 -0.354962 -0.287849 +0.000000 -0.067113 +0.310250
3147    589     2624    M   6    0     0     0.000000 0.712422       --- +0.000000 +0.000000 -0.011353 +0.229593
3148    2724    1220    F   6    0     0     0.000000 0.715267 -1.027553 -1.673450 +0.000000 +0.645897 +0.147507
3149    2409    1264    F   6    0     0     0.000000 0.712844 -0.759577 -1.303079 +0.000000 +0.543502 +0.138806
3150    2663    607     F   6    0     0     0.000000 0.700711 +0.056423 +0.124368 +0.000000 -0.067944 +0.190931
3151    1998    2002    M   6    0     0     0.000000 0.690422       --- +0.000000 +0.000000 +0.232534 +0.326057
3152    2655    2553    M   6    10    10    0.000000 0.698489       --- +0.000000 +0.000000 +0.478680 +0.276700
3153    2236    909     M   6    0     0     0.000000 0.711356       --- +0.000000 +0.000000 +0.293995 +0.322435
3154    1401    1775    M   6    0     0     0.000000 0.700933       --- +0.000000 +0.000000 +0.217230 +0.290167
3155    2701    1693    M   6    0     0     0.000000 0.693067       --- +0.000000 +0.000000 +0.564323 +0.266873
3156    2655    1956    F   6    1     3     0.000000 0.704911 +0.703820 +0.266971 +0.000000 +0.436849 +0.361642
3157    1946    133     M   6    0     0     0.000000 0.709022       --- +0.000000 +0.000000 -0.154956 +0.228298
3158    2724    1224    F   6    0     0     0.000000 0.698333 +0.014690 -0.454089 +0.000000 +0.468779 +0.273566
3159    1946    69      M   6    0     0     0.000000 0.711556       --- +0.000000 +0.000000 +0.351910 +0.230444
3160    1537    2496    M   6    0     0     0.000000 0.691778       --- +0.000000 +0.000000 +0.462542 +0.299700
3161    2705    712     F   6    3     1     0.000000 0.703933 +2.755864 +2.550340 +0.000000 +0.205524 +0.406137
3162    1456    2468    M   6    0     0     0.000000 0.685467       --- +0.000000 +0.000000 +0.366940 +0.277778
3163    2582    1864    F   6    3     1     0.000000 0.695578 +0.663696 +0.035134 +0.000000 +0.628561 +0.272776
3164    593     1921    F   6    0     0     0.000000 0.707533 +0.036255 +0.212555 +0.000000 -0.176300 +0.199974
3165    1577    436     M   6    0     0     0.000000 0.680400       --- +0.000000 +0.000000 +0.194356 +0.169416
3166    2047    1857    F   6    0     0     0.000000 0.704244 -0.044057 -0.457157 +0.000000 +0.413101 +0.209790
3167    1998    159     M   6    0     0     0.000000 0.702089       --- +0.000000 +0.000000 +0.274752 +0.338428
3168    10      2539    F   6    0     0     0.000000 0.692956 +0.355377 +0.320872 +0.000000 +0.034506 +0.280137
3169    2399    2524    M   6    0     0     0.000000 0.699622       --- +0.000000 +0.000000 +0.212085 +0.258252
3170    593     2562    F   6    0     0     0.000000 0.721800 -1.305501 -1.582801 +0.000000 +0.277300 +0.126490
3171    2611    1507    M   6    0     0     0.000000 0.717844       --- +0.000000 +0.000000 +0.111532 +0.243194
3172    2519    1757    F   6    3     0     0.000000 0.707933 +0.644928 +0.528905 +0.000000 +0.116023 +0.311877
3173    1946    549     M   6    0     0     0.000000 0.702822       --- +0.000000 +0.000000 +0.628488 +0.210226
3174    1961    1434    F   6    0     0     0.000000 0.714867 -0.359878 -0.136741 +0.000000 -0.223136 +0.257293
3175    2507    1596    M   6    0     0     0.000000 0.692489       --- +0.000000 +0.000000 +0.397142 +0.208538
3176    2386    905     M   6    0     0     0.000000 0.690800       --- +0.000000 +0.000000 +0.296882 +0.338739
3177    2236    2027    M   6    0     0     0.000000 0.696844       --- +0.000000 +0.000000 +0.019114 +0.247914
3178    10      1966    F   6    0     0     0.000000 0.712778 -0.405353 -0.704140 +0.000000 +0.298787 +0.189982
3179    2705    165     M   6    0     0     0.000000 0.702778       --- +0.000000 +0.000000 +0.373375 +0.316386
3180    1151    2435    M   6    7     13    0.000000 0.688044       --- +0.000000 +0.000000 +0.309337 +0.451697
3181    2720    322     F   6    0     0     0.000000 0.708733 -1.139320 -0.906650 +0.000000 -0.232669 +0.196056
3182    10      2679    M   6    0     0     0.000000 0.701289       --- +0.000000 +0.000000 -0.126449 +0.260624
3183    1401    1629    M   6    0     0     0.000000 0.695133       --- +0.000000 +0.000000 +0.295188 +0.243112
3184    2507    1879    M   6    0     0     0.000000 0.697111       --- +0.000000 +0.000000 +0.465390 +0.253060
3185    2386    1889    F   6    1     2     0.000000 0.699933 -0.250319 -0.466710 +0.000000 +0.216390 +0.268904
3186    1946    2388    F   6    1     1     0.000000 0.706600 +0.986141 +0.546904 +0.000000 +0.439237 +0.277803
3187    2402    129     M   6    0     0     0.000000 0.723711       --- +0.000000 +0.000000 +0.169293 +0.194198
3188    2386    908     F   6    1     3     0.000000 0.694044 +1.048311 +0.765355 +0.000000 +0.282956 +0.461185
3189    10      2503    F   6    0     0     0.000000 0.710733 -0.398401 -0.448841 +0.000000 +0.050440 +0.165546
3190    593     1917    M   6    0     0     0.000000 0.693578       --- +0.000000 +0.000000 +0.433617 +0.322727
3191    2079    1770    F   6    0     0     0.000000 0.691022 +0.048252 -0.545374 +0.000000 +0.593626 +0.385239
3192    2507    1765    F   6    2     1     0.000000 0.690622 +0.743261 +0.547502 +0.000000 +0.195759 +0.263855
3193    2006    232     M   6    0     0     0.000000 0.701422       --- +0.000000 +0.000000 -0.137338 +0.267266
3194    2582    135     F   6    0     0     0.000000 0.696289 +0.611160 +0.045674 +0.000000 +0.565486 +0.199107
3195    1456    2315    M   6    0     0     0.000000 0.703689       --- +0.000000 +0.000000 +0.671407 +0.344820
3196    2399    1910    M   7    0     0     0.000000 0.697156       --- +0.000000 +0.000000 +0.788722 +0.252987
3197    3180    2150    M   7    0     0     0.000000 0.697800       --- +0.000000 +0.000000 +0.031009 +0.448228
3198    1537    2779    M   7    0     0     0.000000 0.710067       --- +0.000000 +0.000000 +0.424522 +0.337932
3199    3045    291     M   7    0     0     0.000000 0.700489       --- +0.000000 +0.000000 +0.005378 +0.241353
3200    3045    1122    F   7    0     0     0.000000 0.689822 -0.332735 -0.597990 +0.000000 +0.265254 +0.165270
3201    2871    2262    F   7    0     0     0.002930 0.701978 +0.149503 -0.410759 +0.000000 +0.560262 +0.259925
3202    3090    961     F   7    0     0     0.000000 0.692511 +1.147948 +0.560134 +0.000000 +0.587814 +0.333711
3203    3180    2059    F   7    2     1     0.000000 0.698911 +1.446485 +0.908835 +0.000000 +0.537650 +0.482721
3204    2655    2973    F   7    2     1     0.000000 0.696511 +1.144741 +0.819616 +0.000000 +0.325125 +0.446492
3205    3098    886     F   7    0     0     0.000000 0.692978 +0.301397 +0.498062 +0.000000 -0.196665 +0.288881
3206    1961    3048    F   7    0     0     0.000000 0.700267 -0.995343 -1.370568 +0.000000 +0.375225 +0.269660
3207    2795    2657    M   7    7     3     0.001953 0.709422       --- +0.000000 +0.000000 +0.555984 +0.378949
3208    1577    1276    M   7    0     0     0.000000 0.697622       --- +0.000000 +0.000000 +0.470759 +0.289859
3209    2705    309     M   7    0     0     0.000000 0.692556       --- +0.000000 +0.000000 +0.391212 +0.279870
3210    1878    1718    M   7    0     0     0.000000 0.701289       --- +0.000000 +0.000000 +0.750418 +0.299725
3211    2762    930     F   7    3     0     0.000000 0.688644 +2.429834 +1.505898 +0.000000 +0.923936 +0.592141
3212    2705    2192    F   7    0     0     0.000000 0.684689 -0.389672 -0.594086 +0.000000 +0.204414 +0.287245
3213    3180    712     F   7    3     0     0.000000 0.710578 +1.477115 +1.161683 +0.000000 +0.315433 +0.410855
3214    1840    2532    F   7    2     1     0.000000 0.682089 +1.294380 +1.162988 +0.000000 +0.131393 +0.400319
3215    2195    2626    M   7    15    15    0.000000 0.688400       --- +0.000000 +0.000000 +0.842580 +0.567643
3216    1998    3083    M   7    0     0     0.003906 0.705200       --- +0.000000 +0.000000 +0.008690 +0.402628
3217    2931    2661    M   7    0     0     0.001953 0.707022       --- +0.000000 +0.000000 +0.717890 +0.356745
3218    2386    1764    F   7    0     0     0.000000 0.699356 -0.147579 -0.827672 +0.000000 +0.680092 +0.352846
3219    2872    2351    M   7    0     0     0.004883 0.711311       --- +0.000000 +0.000000 +0.623251 +0.259706
3220    1677    2842    F   7    2     1     0.000000 0.692311 +1.040009 +0.593408 +0.000000 +0.446600 +0.387740
3221    2399    1507    F   7    0     0     0.000000 0.705289 +0.797047 +0.965444 +0.000000 -0.168397 +0.238690
3222    2763    710     M   7    0     0     0.000000 0.697156       --- +0.000000 +0.000000 +0.470018 +0.469180
3223    3152    1850    F   7    0     0     0.000000 0.698111 -0.154118 -0.570478 +0.000000 +0.416360 +0.230969
3224    2236    1520    F   7    0     0     0.000000 0.706467 -0.031963 +0.024456 +0.000000 -0.056419 +0.300242
3225    3045    1268    M   7    0     0     0.000000 0.710422       --- +0.000000 +0.000000 +0.337542 +0.294572
3226    2386    2498    F   7    0     3     0.000000 0.696067 +2.136556 +1.774456 +0.000000 +0.362100 +0.652884
3227    2719    2467    F   7    2     1     0.000000 0.704222 +1.339855 +0.868385 +0.000000 +0.471470 +0.406167
3228    3       2286    M   7    0     0     0.000000 0.691222       --- +0.000000 +0.000000 +0.228073 +0.336157
3229    2763    3106    M   7    16    14    0.008301 0.683133       --- +0.000000 +0.000000 +0.761888 +0.703813
3230    3058    2773    M   7    0     0     0.003906 0.710000       --- +0.000000 +0.000000 +0.029300 +0.291760
3231    2399    1299    F   7    0     0     0.000000 0.708956 -0.679231 -0.693985 +0.000000 +0.014754 +0.165389
3232    2931    1525    M   7    0     0     0.000000 0.691222       --- +0.000000 +0.000000 +0.213018 +0.274292
3233    3045    238     F   7    0     0     0.000000 0.704133 -0.482563 -0.558896 +0.000000 +0.076332 +0.205723
3234    2402    1701    M   7    0     0     0.000000 0.701000       --- +0.000000 +0.000000 +0.354284 +0.295912
3235    2409    2679    F   7    0     0     0.003906 0.706200 +0.626136 +0.366521 +0.000000 +0.259615 +0.315018
3236    2943    425     F   7    1     2     0.000000 0.697444 +0.546787 -0.253139 +0.000000 +0.799926 +0.522729
3237    2701    1909    F   7    1     2     0.000000 0.707756 +1.848390 +1.476826 +0.000000 +0.371564 +0.360482
3238    2943    905     F   7    0     0     0.000000 0.694600 +0.925948 +0.360669 +0.000000 +0.565280 +0.346903
3239    1677    2447    F   7    0     0     0.000000 0.690978 -1.145234 -1.147391 +0.000000 +0.002157 +0.231639
3240    3080    566     F   7    0     0     0.000000 0.699600 +0.115354 -0.210589 +0.000000 +0.325942 +0.223382
3241    3064    3116    M   7    0     0     0.001953 0.692956       --- +0.000000 +0.000000 +0.553176 +0.354617
3242    2079    1560    F   7    1     2     0.000000 0.693444 +0.863047 +0.368281 +0.000000 +0.494766 +0.462486
3243    3       2102    F   7    0     0     0.000000 0.708867 +1.309666 +0.796232 +0.000000 +0.513434 +0.396024
3244    800     3115    F   7    0     0     0.000000 0.694822 +0.064774 -0.541755 +0.000000 +0.606529 +0.323540
3245    2663    2865    F   7    0     0     0.003906 0.692244 -1.368350 -1.071929 +0.000000 -0.296421 +0.164910
3246    2872    1360    F   7    0     0     0.000000 0.690911 +0.119338 -0.357918 +0.000000 +0.477255 +0.198081
3247    2507    2969    F   7    0     0     0.007812 0.704422 -0.741837 -0.954984 +0.000000 +0.213148 +0.339449
3248    3045    165     M   7    0     0     0.000000 0.716422       --- +0.000000 +0.000000 -0.116974 +0.286162
3249    3152    1937    M   7    0     0     0.003906 0.701089       --- +0.000000 +0.000000 -0.010350 +0.260706
3250    1961    2514    M   7    0     0     0.000000 0.686889       --- +0.000000 +0.000000 +0.608585 +0.434034
3251    3045    1631    M   7    0     0     0.003906 0.699044       --- +0.000000 +0.000000 +0.121665 +0.218468
3252    3058    2685    M   7    0     0     0.001953 0.715378       --- +0.000000 +0.000000 +0.576152 +0.219812
3253    2409    1596    F   7    0     0     0.000000 0.705244 -0.495174 -0.843472 +0.000000 +0.348298 +0.166000
3254    2236    2414    F   7    0     0     0.000000 0.689044 +0.221307 -0.549373 +0.000000 +0.770679 +0.289947
3255    2399    1797    M   7    0     0     0.000000 0.690600       --- +0.000000 +0.000000 +0.034494 +0.194007
3256    2079    1444    F   7    2     1     0.000000 0.699333 +1.998354 +1.200534 +0.000000 +0.797820 +0.483896
3257    2705    50      M   7    0     0     0.000000 0.703556       --- +0.000000 +0.000000 +0.862196 +0.337876
3258    2830    1864    F   7    1     2     0.000000 0.695689 +2.219621 +1.573392 +0.000000 +0.646229 +0.425327
3259    2705    159     F   7    0     0     0.000000 0.697289 +0.647626 +0.424840 +0.000000 +0.222786 +0.339425
3260    2795    2633    M   7    0     0     0.003906 0.698667       --- +0.000000 +0.000000 +0.297145 +0.400780
3261    2386    3117    M   7    0     0     0.006836 0.698978       --- +0.000000 +0.000000 +0.287309 +0.392407
3262    1998    2323    F   7    1     2     0.000000 0.692200 +1.203188 +0.386913 +0.000000 +0.816276 +0.405339
3263    1537    2803    F   7    2     1     0.000000 0.692111 +1.695292 +1.448948 +0.000000 +0.246344 +0.363161
